id,block_id
1221,9
1222,9
1223,9
1224,9
1225,9
1226,9
1227,9
1228,9
1229,9
1230,9
1231,9
1232,9
1233,9
1234,9
1235,9
1236,9
1237,9
1238,9
1239,9
1240,9
1241,9
1242,9
1243,9
1244,9
1245,9
1246,9
1247,9
1248,9
1249,9
1250,9
1251,9
1252,9
1253,9
1254,9
1255,9
1256,9
1257,9
1258,9
1259,9
1260,9
1261,9
1262,9
1263,9
1264,9
1265,9
1266,9
1267,9
1268,9
1269,9
1270,9
1271,9
1272,9
1273,9
1274,9
1275,9
1276,9
1277,9
1278,9
1279,9
1329,11
1330,11
1331,11
1332,11
1333,11
1334,11
1335,11
1336,11
1337,11
1338,11
1339,11
1340,11
1341,11
1342,11
1343,11
1344,11
1345,11
1346,11
1347,11
1348,11
1349,11
1350,11
1351,11
1352,11
1353,11
1354,11
1355,11
1356,11
1357,11
1358,11
1359,11
1360,11
1361,11
1362,11
1363,11
1364,11
1365,11
1366,11
1369,11
1376,11
1377,11
1378,11
1379,11
1380,11
1381,11
1382,11
1383,11
1384,11
1385,11
1386,11
1387,11
1388,11
1389,11
1390,11
1391,11
1392,11
1393,11
1394,11
1395,11
1396,11
1397,11
1398,11
1399,11
1400,11
1401,11
1402,11
1403,11
1404,11
1405,11
1406,11
1407,11
1408,11
1409,11
1410,11
1411,11
1412,11
1413,11
1414,11
1415,11
1416,11
1425,12
1426,12
1427,12
1428,12
1429,12
1430,12
1431,12
1432,12
1433,12
1434,12
1435,12
1436,12
1437,12
1438,12
1439,12
1440,12
1441,12
1442,12
1443,12
1444,12
1445,12
1446,12
1447,12
1448,12
1449,12
1450,12
1451,12
1452,12
1453,12
1454,12
1455,12
1456,12
1457,12
1458,12
1459,12
1460,12
1461,12
1462,12
1463,12
1464,12
1465,12
1466,12
1467,12
1468,12
1469,12
1471,12
1473,12
1474,12
1476,12
1477,12
1479,12
1488,12
1489,12
1490,12
1491,12
1492,12
1493,12
1494,12
1495,12
1496,12
1497,12
1498,12
1499,12
1500,12
1501,12
1502,12
1503,12
1504,12
1505,12
1506,12
1507,12
1508,12
1509,12
1510,12
1511,12
1512,12
1513,12
1514,12
1519,12
1520,12
1521,12
1522,12
1552,13
1553,13
1554,13
1555,13
1556,13
1557,13
1558,13
1559,13
1560,13
1561,13
1562,13
1568,13
1569,13
1570,13
1571,13
1572,13
1573,13
1574,13
1575,13
1576,13
1577,13
1578,13
1579,13
1580,13
1581,13
1582,13
1583,13
1584,13
1585,13
1586,13
1587,13
1588,13
1589,13
1590,13
1591,13
1592,13
1593,13
1594,13
1595,13
1596,13
1597,13
1598,13
1599,13
1600,13
1601,13
1602,13
1603,13
1604,13
1605,13
1606,13
1607,13
1608,13
1609,13
1610,13
1611,13
1612,13
1613,13
1614,13
1615,13
1616,13
1617,13
1618,13
1619,13
1620,13
1621,13
1622,13
1623,13
1624,13
1625,13
1626,13
1627,13
1628,13
1629,13
1630,13
1631,13
1632,13
1633,13
1634,13
1635,13
1636,13
1637,13
1638,13
1639,13
1640,13
1641,13
1646,13
1647,13
1648,13
1649,13
1650,13
1651,13
1652,13
1653,13
1654,13
1655,13
1656,13
1657,13
1658,13
1659,13
1660,13
1661,13
1662,13
1663,13
1664,13
1665,13
1666,13
1667,13
1668,13
1669,13
1670,13
1671,13
1672,13
1673,13
1674,13
1675,13
1676,13
1677,13
1678,13
1679,13
1680,13
1681,13
1682,13
1683,13
1684,13
1685,13
1686,13
1687,13
1688,13
1689,13
1690,13
1691,13
1692,13
1693,13
1694,13
1695,13
1696,13
1697,13
1698,13
1699,13
1700,13
1701,13
1702,13
1703,13
1704,13
1705,13
1706,13
1707,13
1708,13
1709,13
1710,13
1711,13
1712,13
1713,13
1714,13
1715,13
1716,13
1717,13
1718,13
1719,13
1720,13
1721,13
1722,13
1723,13
1724,13
1725,13
1726,13
1727,13
1728,13
1729,13
1730,13
1731,13
1732,13
1733,13
1734,13
1735,13
1736,13
1737,13
1738,13
1739,13
1740,13
1741,13
1742,13
1743,13
1744,13
1745,13
1746,13
1747,13
1749,13
1750,13
1751,13
1752,13
1753,13
1754,13
1755,13
1756,13
1759,13
1760,13
1761,13
1762,13
1763,13
1764,13
1765,13
1766,13
1767,13
1768,13
1770,13
1771,13
1772,13
1773,13
1774,13
1775,13
1776,13
1777,13
1778,13
1779,13
1780,13
1781,13
1782,13
1783,13
1784,13
1785,13
1786,13
1787,13
1788,13
1791,13
1808,14
1809,14
1810,14
1811,14
1812,14
1813,14
1814,14
1815,14
1816,14
1817,14
1818,14
1819,14
1820,14
1821,14
1822,14
1823,14
1824,14
1825,14
1826,14
1827,14
1828,14
1829,14
1830,14
1831,14
1832,14
1833,14
1834,14
1835,14
1836,14
1837,14
1838,14
1839,14
1840,14
1841,14
1842,14
1843,14
1844,14
1845,14
1846,14
1847,14
1848,14
1849,14
1850,14
1851,14
1852,14
1853,14
1854,14
1855,14
1856,14
1857,14
1858,14
1859,14
1860,14
1861,14
1862,14
1863,14
1864,14
1865,14
1866,14
1869,14
1870,14
1871,14
1872,15
1873,15
1874,15
1875,15
1876,15
1877,15
1878,15
1879,15
1880,15
1881,15
1882,15
1883,15
1884,15
1885,15
1886,15
1887,15
1888,15
1889,15
1890,15
1891,15
1892,15
1893,15
1894,15
1895,15
1896,15
1897,15
1898,15
1899,15
1900,15
1901,15
1902,15
1903,15
1904,15
1905,15
1906,15
1907,15
1908,15
1909,15
1910,15
1911,15
1912,15
1913,15
1914,15
1915,15
1916,15
1917,15
1918,15
1919,15
1920,16
1921,16
1922,16
1923,16
1924,16
1925,16
1926,16
1927,16
1928,16
1929,16
1930,16
1931,16
1932,16
1933,16
1934,16
1935,16
1936,16
1937,16
1938,16
1939,16
1940,16
1941,16
1942,16
1943,16
1944,16
1945,16
1946,16
1947,16
1948,16
1949,16
1950,16
1951,16
1952,16
1953,16
1954,16
1955,16
1956,16
1957,16
1958,16
1959,16
1960,16
1961,16
1962,16
1963,16
1964,16
1965,16
1966,16
1967,16
1968,16
1969,16
1984,17
1985,17
1986,17
1987,17
1988,17
1989,17
1990,17
1991,17
1992,17
1993,17
1994,17
1995,17
1996,17
1997,17
1998,17
1999,17
2000,17
2001,17
2002,17
2003,17
2004,17
2005,17
2006,17
2007,17
2008,17
2009,17
2010,17
2011,17
2012,17
2013,17
2014,17
2015,17
2016,17
2017,17
2018,17
2019,17
2020,17
2021,17
2022,17
2023,17
2024,17
2025,17
2026,17
2027,17
2028,17
2029,17
2030,17
2031,17
2032,17
2033,17
2034,17
2035,17
2036,17
2037,17
2042,17
2045,17
2048,18
2049,18
2050,18
2051,18
2052,18
2053,18
2054,18
2055,18
2056,18
2057,18
2058,18
2059,18
2060,18
2061,18
2062,18
2063,18
2064,18
2065,18
2066,18
2067,18
2068,18
2069,18
2070,18
2071,18
2072,18
2073,18
2074,18
2075,18
2076,18
2077,18
2078,18
2079,18
2080,18
2081,18
2082,18
2083,18
2084,18
2085,18
2086,18
2087,18
2088,18
2089,18
2090,18
2091,18
2092,18
2093,18
2112,19
2113,19
2114,19
2115,19
2116,19
2117,19
2118,19
2119,19
2120,19
2121,19
2122,19
2123,19
2124,19
2125,19
2126,19
2127,19
2128,19
2129,19
2130,19
2131,19
2132,19
2133,19
2134,19
2135,19
2136,19
2137,19
2138,19
2139,19
2144,20
2145,20
2146,20
2147,20
2148,20
2149,20
2150,20
2151,20
2152,20
2153,20
2154,20
2208,22
2209,22
2210,22
2211,22
2212,22
2213,22
2214,22
2215,22
2216,22
2217,22
2218,22
2219,22
2220,22
2221,22
2222,22
2223,22
2224,22
2225,22
2226,22
2227,22
2228,22
2230,22
2231,22
2232,22
2233,22
2234,22
2235,22
2236,22
2237,22
2238,22
2239,22
2240,22
2241,22
2242,22
2243,22
2244,22
2245,22
2246,22
2247,22
2259,22
2260,22
2261,22
2262,22
2263,22
2264,22
2265,22
2266,22
2267,22
2268,22
2269,22
2270,22
2271,22
2272,22
2273,22
2275,22
2276,22
2277,22
2278,22
2279,22
2280,22
2281,22
2282,22
2283,22
2284,22
2285,22
2286,22
2287,22
2288,22
2289,22
2290,22
2291,22
2292,22
2293,22
2294,22
2295,22
2296,22
2297,22
2298,22
2299,22
2300,22
2301,22
2302,22
2303,22
2304,23
2305,23
2306,23
2307,23
2308,23
2309,23
2310,23
2311,23
2312,23
2313,23
2314,23
2315,23
2316,23
2317,23
2318,23
2319,23
2320,23
2321,23
2322,23
2323,23
2324,23
2325,23
2326,23
2327,23
2328,23
2329,23
2330,23
2331,23
2332,23
2333,23
2334,23
2335,23
2336,23
2337,23
2338,23
2339,23
2340,23
2341,23
2342,23
2343,23
2344,23
2345,23
2346,23
2347,23
2348,23
2349,23
2350,23
2351,23
2352,23
2353,23
2354,23
2355,23
2356,23
2357,23
2358,23
2359,23
2360,23
2361,23
2362,23
2363,23
2364,23
2365,23
2366,23
2367,23
2368,23
2369,23
2370,23
2371,23
2372,23
2373,23
2374,23
2375,23
2376,23
2377,23
2378,23
2379,23
2380,23
2381,23
2382,23
2383,23
2384,23
2385,23
2386,23
2387,23
2388,23
2389,23
2390,23
2391,23
2392,23
2393,23
2394,23
2395,23
2396,23
2397,23
2398,23
2399,23
2400,23
2401,23
2402,23
2403,23
2406,23
2407,23
2408,23
2409,23
2410,23
2411,23
2412,23
2413,23
2414,23
2415,23
2417,23
2418,23
2419,23
2420,23
2421,23
2422,23
2423,23
2424,23
2425,23
2426,23
2427,23
2428,23
2429,23
2430,23
2431,23
2432,24
2433,24
2434,24
2435,24
2437,24
2438,24
2439,24
2440,24
2441,24
2442,24
2443,24
2444,24
2447,24
2448,24
2451,24
2452,24
2453,24
2454,24
2455,24
2456,24
2457,24
2458,24
2459,24
2460,24
2461,24
2462,24
2463,24
2464,24
2465,24
2466,24
2467,24
2468,24
2469,24
2470,24
2471,24
2472,24
2474,24
2475,24
2476,24
2477,24
2478,24
2479,24
2480,24
2482,24
2486,24
2487,24
2488,24
2489,24
2492,24
2493,24
2494,24
2495,24
2496,24
2497,24
2498,24
2499,24
2500,24
2503,24
2504,24
2507,24
2508,24
2509,24
2510,24
2519,24
2524,24
2525,24
2527,24
2528,24
2529,24
2530,24
2531,24
2534,24
2535,24
2536,24
2537,24
2538,24
2539,24
2540,24
2541,24
2542,24
2543,24
2544,24
2545,24
2548,24
2549,24
2550,24
2551,24
2552,24
2553,24
2556,24
2558,24
2561,25
2562,25
2563,25
2565,25
2566,25
2567,25
2568,25
2569,25
2570,25
2575,25
2576,25
2579,25
2580,25
2581,25
2582,25
2583,25
2584,25
2585,25
2586,25
2587,25
2588,25
2589,25
2590,25
2591,25
2592,25
2593,25
2594,25
2595,25
2596,25
2597,25
2598,25
2599,25
2600,25
2602,25
2603,25
2604,25
2605,25
2606,25
2607,25
2608,25
2610,25
2611,25
2613,25
2614,25
2616,25
2617,25
2620,25
2622,25
2623,25
2624,25
2625,25
2626,25
2631,25
2632,25
2635,25
2636,25
2637,25
2641,25
2649,25
2650,25
2651,25
2652,25
2654,25
2662,25
2663,25
2664,25
2665,25
2666,25
2667,25
2668,25
2669,25
2670,25
2671,25
2672,25
2673,25
2674,25
2675,25
2676,25
2677,25
2689,26
2690,26
2691,26
2693,26
2694,26
2695,26
2696,26
2697,26
2698,26
2699,26
2700,26
2701,26
2703,26
2704,26
2705,26
2707,26
2708,26
2709,26
2710,26
2711,26
2712,26
2713,26
2714,26
2715,26
2716,26
2717,26
2718,26
2719,26
2720,26
2721,26
2722,26
2723,26
2724,26
2725,26
2726,26
2727,26
2728,26
2730,26
2731,26
2732,26
2733,26
2734,26
2735,26
2736,26
2738,26
2739,26
2741,26
2742,26
2743,26
2744,26
2745,26
2748,26
2749,26
2750,26
2751,26
2752,26
2753,26
2754,26
2755,26
2756,26
2757,26
2759,26
2760,26
2761,26
2763,26
2764,26
2765,26
2768,26
2784,26
2785,26
2786,26
2787,26
2790,26
2791,26
2792,26
2793,26
2794,26
2795,26
2796,26
2797,26
2798,26
2799,26
2809,26
2810,26
2811,26
2812,26
2813,26
2814,26
2815,26
2817,27
2818,27
2819,27
2821,27
2822,27
2823,27
2824,27
2825,27
2826,27
2827,27
2828,27
2831,27
2832,27
2835,27
2836,27
2837,27
2838,27
2839,27
2840,27
2841,27
2842,27
2843,27
2844,27
2845,27
2846,27
2847,27
2848,27
2849,27
2850,27
2851,27
2852,27
2853,27
2854,27
2855,27
2856,27
2858,27
2859,27
2860,27
2861,27
2862,27
2863,27
2864,27
2866,27
2867,27
2869,27
2870,27
2871,27
2872,27
2873,27
2876,27
2877,27
2878,27
2879,27
2880,27
2881,27
2882,27
2883,27
2884,27
2887,27
2888,27
2891,27
2892,27
2893,27
2901,27
2902,27
2903,27
2908,27
2909,27
2911,27
2912,27
2913,27
2914,27
2915,27
2918,27
2919,27
2920,27
2921,27
2922,27
2923,27
2924,27
2925,27
2926,27
2927,27
2929,27
2930,27
2931,27
2932,27
2933,27
2934,27
2935,27
2946,28
2947,28
2949,28
2950,28
2951,28
2952,28
2953,28
2954,28
2958,28
2959,28
2960,28
2962,28
2963,28
2964,28
2965,28
2969,28
2970,28
2972,28
2974,28
2975,28
2979,28
2980,28
2984,28
2985,28
2986,28
2990,28
2991,28
2992,28
2993,28
2994,28
2995,28
2996,28
2997,28
2998,28
2999,28
3000,28
3001,28
3006,28
3007,28
3008,28
3009,28
3010,28
3014,28
3015,28
3016,28
3018,28
3019,28
3020,28
3021,28
3024,28
3031,28
3046,28
3047,28
3048,28
3049,28
3050,28
3051,28
3052,28
3053,28
3054,28
3055,28
3056,28
3057,28
3058,28
3072,29
3073,29
3074,29
3075,29
3076,29
3077,29
3078,29
3079,29
3080,29
3081,29
3082,29
3083,29
3084,29
3086,29
3087,29
3088,29
3090,29
3091,29
3092,29
3093,29
3094,29
3095,29
3096,29
3097,29
3098,29
3099,29
3100,29
3101,29
3102,29
3103,29
3104,29
3105,29
3106,29
3107,29
3108,29
3109,29
3110,29
3111,29
3112,29
3114,29
3115,29
3116,29
3117,29
3118,29
3119,29
3120,29
3121,29
3122,29
3123,29
3124,29
3125,29
3126,29
3127,29
3128,29
3129,29
3133,29
3134,29
3135,29
3136,29
3137,29
3138,29
3139,29
3140,29
3142,29
3143,29
3144,29
3146,29
3147,29
3148,29
3149,29
3157,29
3158,29
3160,29
3161,29
3162,29
3168,29
3169,29
3170,29
3171,29
3174,29
3175,29
3176,29
3177,29
3178,29
3179,29
3180,29
3181,29
3182,29
3183,29
3192,29
3193,29
3194,29
3195,29
3196,29
3197,29
3198,29
3200,30
3201,30
3202,30
3203,30
3205,30
3206,30
3207,30
3208,30
3209,30
3210,30
3211,30
3212,30
3214,30
3215,30
3216,30
3218,30
3219,30
3220,30
3221,30
3222,30
3223,30
3224,30
3225,30
3226,30
3227,30
3228,30
3229,30
3230,30
3231,30
3232,30
3233,30
3234,30
3235,30
3236,30
3237,30
3238,30
3239,30
3240,30
3242,30
3243,30
3244,30
3245,30
3246,30
3247,30
3248,30
3249,30
3250,30
3251,30
3253,30
3254,30
3255,30
3256,30
3257,30
3260,30
3261,30
3262,30
3263,30
3264,30
3265,30
3266,30
3267,30
3268,30
3270,30
3271,30
3272,30
3274,30
3275,30
3276,30
3277,30
3285,30
3286,30
3294,30
3296,30
3297,30
3298,30
3299,30
3302,30
3303,30
3304,30
3305,30
3306,30
3307,30
3308,30
3309,30
3310,30
3311,30
3313,30
3314,30
3328,31
3329,31
3330,31
3331,31
3332,31
3333,31
3334,31
3335,31
3336,31
3337,31
3338,31
3339,31
3340,31
3342,31
3343,31
3344,31
3346,31
3347,31
3348,31
3349,31
3350,31
3351,31
3352,31
3353,31
3354,31
3355,31
3356,31
3357,31
3358,31
3359,31
3360,31
3361,31
3362,31
3363,31
3364,31
3365,31
3366,31
3367,31
3368,31
3369,31
3370,31
3371,31
3372,31
3373,31
3374,31
3375,31
3376,31
3377,31
3378,31
3379,31
3380,31
3381,31
3382,31
3383,31
3384,31
3385,31
3386,31
3387,31
3388,31
3389,31
3390,31
3391,31
3392,31
3393,31
3394,31
3395,31
3396,31
3398,31
3399,31
3400,31
3402,31
3403,31
3404,31
3405,31
3406,31
3412,31
3413,31
3414,31
3415,31
3416,31
3417,31
3418,31
3419,31
3420,31
3421,31
3422,31
3423,31
3424,31
3425,31
3426,31
3427,31
3430,31
3431,31
3432,31
3433,31
3434,31
3435,31
3436,31
3437,31
3438,31
3439,31
3440,31
3441,31
3442,31
3443,31
3444,31
3445,31
3446,31
3447,31
3448,31
3450,31
3451,31
3452,31
3453,31
3454,31
3455,31
3457,32
3458,32
3459,32
3461,32
3462,32
3463,32
3464,32
3465,32
3466,32
3467,32
3468,32
3469,32
3470,32
3471,32
3472,32
3473,32
3474,32
3475,32
3476,32
3477,32
3478,32
3482,32
3483,32
3484,32
3485,32
3486,32
3487,32
3488,32
3489,32
3490,32
3491,32
3492,32
3493,32
3494,32
3495,32
3496,32
3497,32
3498,32
3499,32
3500,32
3501,32
3502,32
3503,32
3504,32
3505,32
3507,32
3508,32
3509,32
3510,32
3511,32
3512,32
3513,32
3514,32
3515,32
3517,32
3520,32
3521,32
3522,32
3523,32
3524,32
3525,32
3526,32
3530,32
3535,32
3536,32
3537,32
3538,32
3539,32
3540,32
3542,32
3544,32
3545,32
3546,32
3547,32
3548,32
3549,32
3550,32
3551,32
3558,32
3559,32
3560,32
3561,32
3562,32
3563,32
3564,32
3565,32
3566,32
3567,32
3570,32
3571,32
3585,33
3586,33
3587,33
3588,33
3589,33
3590,33
3591,33
3592,33
3593,33
3594,33
3595,33
3596,33
3597,33
3598,33
3599,33
3600,33
3601,33
3602,33
3603,33
3604,33
3605,33
3606,33
3607,33
3608,33
3609,33
3610,33
3611,33
3612,33
3613,33
3614,33
3615,33
3616,33
3617,33
3618,33
3619,33
3620,33
3621,33
3622,33
3623,33
3624,33
3625,33
3626,33
3627,33
3628,33
3629,33
3630,33
3631,33
3632,33
3633,33
3634,33
3635,33
3636,33
3637,33
3638,33
3639,33
3640,33
3641,33
3642,33
3648,33
3649,33
3650,33
3651,33
3652,33
3653,33
3654,33
3655,33
3656,33
3657,33
3658,33
3659,33
3660,33
3661,33
3662,33
3664,33
3665,33
3666,33
3667,33
3668,33
3669,33
3670,33
3671,33
3672,33
3673,33
3713,34
3714,34
3716,34
3718,34
3719,34
3720,34
3721,34
3722,34
3724,34
3725,34
3726,34
3727,34
3728,34
3729,34
3730,34
3731,34
3732,34
3733,34
3734,34
3735,34
3736,34
3737,34
3738,34
3739,34
3740,34
3741,34
3742,34
3743,34
3744,34
3745,34
3746,34
3747,34
3749,34
3751,34
3752,34
3753,34
3754,34
3755,34
3756,34
3757,34
3758,34
3759,34
3760,34
3761,34
3762,34
3763,34
3764,34
3765,34
3766,34
3767,34
3768,34
3769,34
3770,34
3771,34
3772,34
3773,34
3776,34
3777,34
3778,34
3779,34
3780,34
3782,34
3784,34
3785,34
3786,34
3787,34
3788,34
3789,34
3792,34
3793,34
3794,34
3795,34
3796,34
3797,34
3798,34
3799,34
3800,34
3801,34
3804,34
3805,34
3806,34
3807,34
3840,35
3864,35
3865,35
3872,35
3873,35
3874,35
3875,35
3876,35
3877,35
3878,35
3879,35
3880,35
3881,35
3882,35
3883,35
3884,35
3885,35
3886,35
3887,35
3888,35
3889,35
3890,35
3891,35
3893,35
3895,35
3897,35
3902,35
3903,35
3904,35
3905,35
3906,35
3907,35
3908,35
3909,35
3910,35
3911,35
3913,35
3914,35
3915,35
3916,35
3917,35
3918,35
3919,35
3920,35
3921,35
3922,35
3923,35
3924,35
3925,35
3926,35
3927,35
3928,35
3929,35
3930,35
3931,35
3932,35
3933,35
3934,35
3935,35
3936,35
3937,35
3938,35
3939,35
3940,35
3941,35
3942,35
3943,35
3944,35
3945,35
3946,35
3947,35
3948,35
3953,35
3954,35
3955,35
3956,35
3957,35
3958,35
3959,35
3960,35
3961,35
3962,35
3963,35
3964,35
3965,35
3966,35
3967,35
3968,35
3969,35
3970,35
3971,35
3972,35
3974,35
3975,35
3976,35
3977,35
3978,35
3979,35
3980,35
3981,35
3982,35
3983,35
3984,35
3985,35
3986,35
3987,35
3988,35
3989,35
3990,35
3991,35
3993,35
3994,35
3995,35
3996,35
3997,35
3998,35
3999,35
4000,35
4001,35
4002,35
4003,35
4004,35
4005,35
4006,35
4007,35
4008,35
4009,35
4010,35
4011,35
4012,35
4013,35
4014,35
4015,35
4016,35
4017,35
4018,35
4019,35
4020,35
4021,35
4022,35
4023,35
4024,35
4025,35
4026,35
4027,35
4028,35
4038,35
4096,36
4097,36
4098,36
4099,36
4100,36
4101,36
4102,36
4103,36
4104,36
4105,36
4106,36
4107,36
4108,36
4109,36
4110,36
4111,36
4112,36
4113,36
4114,36
4115,36
4116,36
4117,36
4118,36
4119,36
4120,36
4121,36
4122,36
4123,36
4124,36
4125,36
4126,36
4127,36
4128,36
4129,36
4130,36
4131,36
4132,36
4133,36
4134,36
4135,36
4136,36
4137,36
4138,36
4139,36
4140,36
4141,36
4142,36
4143,36
4144,36
4145,36
4146,36
4147,36
4148,36
4149,36
4150,36
4151,36
4152,36
4153,36
4154,36
4155,36
4156,36
4157,36
4158,36
4159,36
4160,36
4161,36
4162,36
4163,36
4164,36
4165,36
4166,36
4167,36
4168,36
4169,36
4176,36
4177,36
4178,36
4179,36
4180,36
4181,36
4182,36
4183,36
4184,36
4185,36
4186,36
4187,36
4188,36
4189,36
4190,36
4191,36
4192,36
4193,36
4194,36
4195,36
4196,36
4197,36
4198,36
4199,36
4200,36
4201,36
4202,36
4203,36
4204,36
4205,36
4206,36
4207,36
4208,36
4209,36
4210,36
4211,36
4212,36
4213,36
4214,36
4215,36
4216,36
4217,36
4218,36
4219,36
4220,36
4221,36
4222,36
4223,36
4224,36
4225,36
4226,36
4227,36
4228,36
4229,36
4230,36
4231,36
4232,36
4233,36
4234,36
4235,36
4236,36
4237,36
4238,36
4239,36
4240,36
4241,36
4242,36
4243,36
4244,36
4245,36
4246,36
4247,36
4248,36
4249,36
4250,36
4251,36
4252,36
4253,36
4256,37
4257,37
4258,37
4259,37
4260,37
4261,37
4262,37
4263,37
4264,37
4265,37
4266,37
4267,37
4268,37
4269,37
4270,37
4271,37
4272,37
4273,37
4274,37
4275,37
4276,37
4277,37
4278,37
4279,37
4280,37
4281,37
4282,37
4283,37
4284,37
4285,37
4286,37
4287,37
4288,37
4289,37
4290,37
4291,37
4292,37
4293,37
4295,37
4301,37
4304,37
4305,37
4306,37
4307,37
4308,37
4309,37
4310,37
4311,37
4312,37
4313,37
4314,37
4315,37
4316,37
4317,37
4318,37
4319,37
4320,37
4321,37
4322,37
4323,37
4324,37
4325,37
4326,37
4327,37
4328,37
4329,37
4330,37
4331,37
4332,37
4333,37
4334,37
4335,37
4336,37
4337,37
4338,37
4339,37
4340,37
4341,37
4342,37
4343,37
4344,37
4345,37
4346,37
4348,37
4349,37
4350,37
4351,37
4352,38
4353,38
4354,38
4355,38
4356,38
4357,38
4358,38
4359,38
4360,38
4361,38
4362,38
4363,38
4364,38
4365,38
4366,38
4367,38
4368,38
4369,38
4370,38
4371,38
4372,38
4373,38
4374,38
4375,38
4376,38
4377,38
4378,38
4379,38
4380,38
4381,38
4382,38
4383,38
4384,38
4385,38
4386,38
4387,38
4388,38
4389,38
4390,38
4391,38
4392,38
4393,38
4394,38
4395,38
4396,38
4397,38
4398,38
4399,38
4400,38
4401,38
4402,38
4403,38
4404,38
4405,38
4406,38
4407,38
4408,38
4409,38
4410,38
4411,38
4412,38
4413,38
4414,38
4415,38
4416,38
4417,38
4418,38
4419,38
4420,38
4421,38
4422,38
4423,38
4424,38
4425,38
4426,38
4427,38
4428,38
4429,38
4430,38
4431,38
4432,38
4433,38
4434,38
4435,38
4436,38
4437,38
4438,38
4439,38
4440,38
4441,38
4442,38
4443,38
4444,38
4445,38
4446,38
4447,38
4448,38
4449,38
4450,38
4451,38
4452,38
4453,38
4454,38
4455,38
4456,38
4457,38
4458,38
4459,38
4460,38
4461,38
4462,38
4463,38
4464,38
4465,38
4466,38
4467,38
4468,38
4469,38
4470,38
4471,38
4472,38
4473,38
4474,38
4475,38
4476,38
4477,38
4478,38
4479,38
4480,38
4481,38
4482,38
4483,38
4484,38
4485,38
4486,38
4487,38
